Listing extensions (default action, see --help).
Looking for the newly published extensions in registry.quarkus.io
Current Quarkus extensions installable: 

✬ ArtifactId                                         Extension                                                    Version                   Guide
✬ camel-quarkus-protobuf                             Camel Protobuf                                               3.17.0                    https://camel.apache.org/camel-quarkus/latest/reference/extensions/protobuf.html
✬ camel-quarkus-pubnub                               Camel PubNub                                                 3.17.0                    https://camel.apache.org/camel-quarkus/latest/reference/extensions/pubnub.html
✬ camel-quarkus-qdrant                               Camel Qdrant                                                 3.17.0                    https://camel.apache.org/camel-quarkus/latest/reference/extensions/qdrant.html
✬ camel-quarkus-quartz                               Camel Quartz                                                 3.17.0                    https://camel.apache.org/camel-quarkus/latest/reference/extensions/quartz.html
✬ camel-quarkus-qute                                 Camel Qute                                                   3.17.0                    https://camel.apache.org/camel-quarkus/latest/reference/extensions/qute.html
✬ camel-quarkus-reactive-executor                    Camel Reactive Executor                                      3.17.0                    https://camel.apache.org/camel-quarkus/latest/reference/extensions/reactive-executor.html
✬ camel-quarkus-reactive-streams                     Camel Reactive Streams                                       3.17.0                    https://camel.apache.org/camel-quarkus/latest/reference/extensions/reactive-streams.html
✬ camel-quarkus-ref                                  Camel Ref                                                    3.17.0                    https://camel.apache.org/camel-quarkus/latest/reference/extensions/ref.html
✬ camel-quarkus-rest                                 Camel Rest                                                   3.17.0                    https://camel.apache.org/camel-quarkus/latest/reference/extensions/rest.html
✬ camel-quarkus-rest-openapi                         Camel REST OpenApi                                           3.17.0                    https://camel.apache.org/camel-quarkus/latest/reference/extensions/rest-openapi.html
✬ camel-quarkus-rss                                  Camel RSS                                                    3.17.0                    https://camel.apache.org/camel-quarkus/latest/reference/extensions/rss.html
✬ camel-quarkus-saga                                 Camel Saga                                                   3.17.0                    https://camel.apache.org/camel-quarkus/latest/reference/extensions/saga.html
✬ camel-quarkus-salesforce                           Camel Salesforce                                             3.17.0                    https://camel.apache.org/camel-quarkus/latest/reference/extensions/salesforce.html
✬ camel-quarkus-sap-netweaver                        Camel SAP NetWeaver                                          3.17.0                    https://camel.apache.org/camel-quarkus/latest/reference/extensions/sap-netweaver.html
✬ camel-quarkus-saxon                                Camel XQuery                                                 3.17.0                    https://camel.apache.org/camel-quarkus/latest/reference/extensions/saxon.html
✬ camel-quarkus-scheduler                            Camel Scheduler                                              3.17.0                    https://camel.apache.org/camel-quarkus/latest/reference/extensions/scheduler.html
✬ camel-quarkus-seda                                 Camel SEDA                                                   3.17.0                    https://camel.apache.org/camel-quarkus/latest/reference/extensions/seda.html
✬ camel-quarkus-servicenow                           Camel ServiceNow                                             3.17.0                    https://camel.apache.org/camel-quarkus/latest/reference/extensions/servicenow.html
✬ camel-quarkus-servlet                              Camel Servlet                                                3.17.0                    https://camel.apache.org/camel-quarkus/latest/reference/extensions/servlet.html
✬ camel-quarkus-shiro                                Camel Shiro                                                  3.17.0                    https://camel.apache.org/camel-quarkus/latest/reference/extensions/shiro.html
✬ camel-quarkus-sjms                                 Camel Simple JMS                                             3.17.0                    https://camel.apache.org/camel-quarkus/latest/reference/extensions/sjms.html
✬ camel-quarkus-sjms2                                Camel Simple JMS2                                            3.17.0                    https://camel.apache.org/camel-quarkus/latest/reference/extensions/sjms2.html
✬ camel-quarkus-slack                                Camel Slack                                                  3.17.0                    https://camel.apache.org/camel-quarkus/latest/reference/extensions/slack.html
✬ camel-quarkus-smallrye-reactive-messaging          Camel SmallRye Reactive Messaging                            3.17.0                    https://camel.apache.org/camel-quarkus/latest/reference/extensions/smallrye-reactive-messaging.html
✬ camel-quarkus-smb                                  Camel SMB                                                    3.17.0                    https://camel.apache.org/camel-quarkus/latest/reference/extensions/smb.html
✬ camel-quarkus-snakeyaml                            Camel SnakeYAML                                              3.17.0                    https://camel.apache.org/camel-quarkus/latest/reference/extensions/snakeyaml.html
✬ camel-quarkus-soap                                 Camel SOAP dataformat                                        3.17.0                    https://camel.apache.org/camel-quarkus/latest/reference/extensions/soap.html
✬ camel-quarkus-splunk                               Camel Splunk                                                 3.17.0                    https://camel.apache.org/camel-quarkus/latest/reference/extensions/splunk.html
✬ camel-quarkus-splunk-hec                           Camel Splunk HEC                                             3.17.0                    https://camel.apache.org/camel-quarkus/latest/reference/extensions/splunk-hec.html
✬ camel-quarkus-spring-rabbitmq                      Camel Spring RabbitMQ                                        3.17.0                    https://camel.apache.org/camel-quarkus/latest/reference/extensions/spring-rabbitmq.html
✬ camel-quarkus-sql                                  Camel SQL                                                    3.17.0                    https://camel.apache.org/camel-quarkus/latest/reference/extensions/sql.html
✬ camel-quarkus-ssh                                  Camel SSH                                                    3.17.0                    https://camel.apache.org/camel-quarkus/latest/reference/extensions/ssh.html
✬ camel-quarkus-stax                                 Camel StAX                                                   3.17.0                    https://camel.apache.org/camel-quarkus/latest/reference/extensions/stax.html
✬ camel-quarkus-stream                               Camel Stream                                                 3.17.0                    https://camel.apache.org/camel-quarkus/latest/reference/extensions/stream.html
✬ camel-quarkus-stringtemplate                       Camel String Template                                        3.17.0                    https://camel.apache.org/camel-quarkus/latest/reference/extensions/stringtemplate.html
✬ camel-quarkus-swift                                Camel SWIFT                                                  3.17.0                    https://camel.apache.org/camel-quarkus/latest/reference/extensions/swift.html
✬ camel-quarkus-syslog                               Camel Syslog                                                 3.17.0                    https://camel.apache.org/camel-quarkus/latest/reference/extensions/syslog.html
✬ camel-quarkus-tarfile                              Camel Tar File                                               3.17.0                    https://camel.apache.org/camel-quarkus/latest/reference/extensions/tarfile.html
✬ camel-quarkus-telegram                             Camel Telegram                                               3.17.0                    https://camel.apache.org/camel-quarkus/latest/reference/extensions/telegram.html
✬ camel-quarkus-threadpoolfactory-vertx              Camel ThreadPoolFactory Vert.x                               3.17.0                    https://camel.apache.org/camel-quarkus/latest/reference/extensions/threadpoolfactory-vertx.html
✬ camel-quarkus-tika                                 Camel Tika                                                   3.17.0                    https://camel.apache.org/camel-quarkus/latest/reference/extensions/tika.html
✬ camel-quarkus-timer                                Camel Timer                                                  3.17.0                    https://camel.apache.org/camel-quarkus/latest/reference/extensions/timer.html
✬ camel-quarkus-twilio                               Camel Twilio                                                 3.17.0                    https://camel.apache.org/camel-quarkus/latest/reference/extensions/twilio.html
✬ camel-quarkus-twitter                              Camel Twitter                                                3.17.0                    https://camel.apache.org/camel-quarkus/latest/reference/extensions/twitter.html
✬ camel-quarkus-univocity-parsers                    Camel uniVocity CSV                                          3.17.0                    https://camel.apache.org/camel-quarkus/latest/reference/extensions/univocity-parsers.html
✬ camel-quarkus-validator                            Camel Validator                                              3.17.0                    https://camel.apache.org/camel-quarkus/latest/reference/extensions/validator.html
✬ camel-quarkus-velocity                             Camel Velocity                                               3.17.0                    https://camel.apache.org/camel-quarkus/latest/reference/extensions/velocity.html
✬ camel-quarkus-vertx                                Camel Vert.x                                                 3.17.0                    https://camel.apache.org/camel-quarkus/latest/reference/extensions/vertx.html
✬ camel-quarkus-vertx-http                           Camel Vert.x HTTP Client                                     3.17.0                    https://camel.apache.org/camel-quarkus/latest/reference/extensions/vertx-http.html
✬ camel-quarkus-vertx-websocket                      Camel Vert.x WebSocket                                       3.17.0                    https://camel.apache.org/camel-quarkus/latest/reference/extensions/vertx-websocket.html
✬ camel-quarkus-wasm                                 Camel Wasm                                                   3.17.0                    https://camel.apache.org/camel-quarkus/latest/reference/extensions/wasm.html
✬ camel-quarkus-weather                              Camel Weather                                                3.17.0                    https://camel.apache.org/camel-quarkus/latest/reference/extensions/weather.html
✬ camel-quarkus-xchange                              Camel XChange                                                3.17.0                    https://camel.apache.org/camel-quarkus/latest/reference/extensions/xchange.html
✬ camel-quarkus-xj                                   Camel XJ                                                     3.17.0                    https://camel.apache.org/camel-quarkus/latest/reference/extensions/xj.html
✬ camel-quarkus-xml-io-dsl                           Camel XML IO DSL                                             3.17.0                    https://camel.apache.org/camel-quarkus/latest/reference/extensions/xml-io-dsl.html
✬ camel-quarkus-xml-jaxb                             Camel XML JAXB                                               3.17.0                    https://camel.apache.org/camel-quarkus/latest/reference/extensions/xml-jaxb.html
✬ camel-quarkus-xml-jaxp                             Camel XML JAXP                                               3.17.0                    https://camel.apache.org/camel-quarkus/latest/reference/extensions/xml-jaxp.html
✬ camel-quarkus-xmlsecurity                          Camel XML Security Sign                                      3.17.0                    https://camel.apache.org/camel-quarkus/latest/reference/extensions/xmlsecurity.html
✬ camel-quarkus-xpath                                Camel XPath                                                  3.17.0                    https://camel.apache.org/camel-quarkus/latest/reference/extensions/xpath.html
✬ camel-quarkus-xslt                                 Camel XSLT                                                   3.17.0                    https://camel.apache.org/camel-quarkus/latest/reference/extensions/xslt.html
✬ camel-quarkus-xslt-saxon                           Camel XSLT Saxon                                             3.17.0                    https://camel.apache.org/camel-quarkus/latest/reference/extensions/xslt-saxon.html
✬ camel-quarkus-yaml-dsl                             Camel YAML DSL                                               3.17.0                    https://camel.apache.org/camel-quarkus/latest/reference/extensions/yaml-dsl.html
✬ camel-quarkus-yaml-io                              Camel YAML IO                                                3.17.0                    https://camel.apache.org/camel-quarkus/latest/reference/extensions/yaml-io.html
✬ camel-quarkus-zendesk                              Camel Zendesk                                                3.17.0                    https://camel.apache.org/camel-quarkus/latest/reference/extensions/zendesk.html
✬ camel-quarkus-zip-deflater                         Camel Zip Deflate Compression                                3.17.0                    https://camel.apache.org/camel-quarkus/latest/reference/extensions/zip-deflater.html
✬ camel-quarkus-zipfile                              Camel Zip File                                               3.17.0                    https://camel.apache.org/camel-quarkus/latest/reference/extensions/zipfile.html
  camunda-bpm-quarkus-engine                         Camunda Platform 7 Engine                                    7.22.0                    https://docs.camunda.org/manual/latest/user-guide/quarkus-integration/
✬ cassandra-quarkus-client                           DataStax Apache Cassandra client                             1.2.0                     https://quarkus.io/guides/cassandra
  citrus-quarkus                                     Citrus                                                       4.5.0                     https://github.com/christophd/citrus-demo-quarkus
✬ debezium-quarkus-outbox                            Debezium Quarkus Outbox                                      3.0.2.Final               https://debezium.io/documentation/reference/3.0/transformations/outbox-event-router.html
✬ debezium-quarkus-outbox-reactive                   Debezium Quarkus Outbox Reactive                             3.0.2.Final               https://debezium.io/documentation/reference/3.0/transformations/outbox-event-router.html
  drools-quarkus                                     Drools                                                       10.0.0                    https://quarkus.io/guides/drools
  myfaces-quarkus                                    Apache MyFaces                                               4.1.0                     https://myfaces.apache.org/#/coregettingstarted?id=quarkus
✬ optaplanner-quarkus                                OptaPlanner                                                  9.37.0.Final              https://quarkus.io/guides/optaplanner
✬ optaplanner-quarkus-benchmark                      OptaPlanner benchmark                                        9.37.0.Final              https://quarkus.io/guides/optaplanner
✬ optaplanner-quarkus-jackson                        OptaPlanner Jackson                                          9.37.0.Final              
✬ optaplanner-quarkus-jsonb                          OptaPlanner JSON-B                                           9.37.0.Final              
✬ quarkus-agroal                                     Agroal - Database connection pool                            3.17.6                    https://quarkus.io/guides/datasource
✬ quarkus-amazon-acm                                 Amazon ACM                                                   2.20.0                    https://docs.quarkiverse.io/quarkus-amazon-services/dev/amazon-acm.html
  quarkus-amazon-alexa                               Amazon Alexa                                                 2.0.0                     https://quarkus.io/guides/amazon-lambda
✬ quarkus-amazon-apigatewaymanagementapi             Amazon Api Gateway Management Api                            2.20.0                    https://docs.quarkiverse.io/quarkus-amazon-services/dev/amazon-apigatewaymanagementapi.html
✬ quarkus-amazon-cloudwatch                          Amazon CloudWatch                                            2.20.0                    https://docs.quarkiverse.io/quarkus-amazon-services/dev/amazon-cloudwatch.html
✬ quarkus-amazon-cloudwatchlogs                      Amazon CloudWatch Logs                                       2.20.0                    https://docs.quarkiverse.io/quarkus-amazon-services/dev/amazon-cloudwatchlogs.html
✬ quarkus-amazon-cognito-user-pools                  Amazon Cognito User Pools                                    2.20.0                    https://docs.quarkiverse.io/quarkus-amazon-services/dev/amazon-cognitouserpools.html
✬ quarkus-amazon-crt                                 Aws Crt                                                      2.20.0                    
✬ quarkus-amazon-dynamodb                            Amazon DynamoDB                                              2.20.0                    https://docs.quarkiverse.io/quarkus-amazon-services/dev/amazon-dynamodb.html
✬ quarkus-amazon-dynamodb-enhanced                   Amazon DynamoDB Enhanced                                     2.20.0                    https://docs.quarkiverse.io/quarkus-amazon-services/dev/amazon-dynamodb.html
✬ quarkus-amazon-ecr                                 Amazon ECR                                                   2.20.0                    https://docs.quarkiverse.io/quarkus-amazon-services/dev/amazon-ecr.html
✬ quarkus-amazon-eventbridge                         Amazon EventBridge                                           2.20.0                    https://docs.quarkiverse.io/quarkus-amazon-services/dev/amazon-eventbridge.html
✬ quarkus-amazon-iam                                 Amazon IAM                                                   2.20.0                    https://docs.quarkiverse.io/quarkus-amazon-services/dev/amazon-iam.html
✬ quarkus-amazon-inspector                           Amazon Inspector                                             2.20.0                    https://docs.quarkiverse.io/quarkus-amazon-services/dev/amazon-inspector.html
✬ quarkus-amazon-inspector2                          Amazon Inspector2                                            2.20.0                    https://docs.quarkiverse.io/quarkus-amazon-services/dev/amazon-inspector2.html
✬ quarkus-amazon-kinesis                             Amazon Kinesis                                               2.20.0                    https://docs.quarkiverse.io/quarkus-amazon-services/dev/amazon-kinesis.html
✬ quarkus-amazon-kms                                 Amazon KMS                                                   2.20.0                    https://docs.quarkiverse.io/quarkus-amazon-services/dev/amazon-kms.html
✬ quarkus-amazon-lambda                              AWS Lambda                                                   3.17.6                    https://quarkus.io/guides/aws-lambda
✬ quarkus-amazon-lambda                              Amazon Lambda                                                2.20.0                    https://docs.quarkiverse.io/quarkus-amazon-services/dev/amazon-lambda.html
✬ quarkus-amazon-lambda-http                         AWS Lambda HTTP                                              3.17.6                    https://quarkus.io/guides/aws-lambda-http
✬ quarkus-amazon-lambda-rest                         AWS Lambda Gateway REST API                                  3.17.6                    https://quarkus.io/guides/aws-lambda-http
✬ quarkus-amazon-lambda-xray                         AWS Lambda X-Ray                                             3.17.6                    https://quarkus.io/guides/amazon-lambda#tracing-with-aws-xray-and-graalvm
✬ quarkus-amazon-neptune                             Amazon Neptune                                               2.20.0                    https://docs.quarkiverse.io/quarkus-amazon-services/dev/amazon-neptune.html
✬ quarkus-amazon-paymentcryptography                 Amazon Payment Cryptography                                  2.20.0                    https://docs.quarkiverse.io/quarkus-amazon-services/dev/amazon-paymentcryptography.html
✬ quarkus-amazon-paymentcryptographydata             Amazon Payment Cryptography Data                             2.20.0                    https://docs.quarkiverse.io/quarkus-amazon-services/dev/amazon-paymentcryptographydata.html
✬ quarkus-amazon-s3                                  Amazon S3                                                    2.20.0                    https://docs.quarkiverse.io/quarkus-amazon-services/dev/amazon-s3.html
✬ quarkus-amazon-s3-transfer-manager                 Amazon S3 Transfer Manager                                   2.20.0                    https://docs.quarkiverse.io/quarkus-amazon-services/dev/amazon-s3.html
✬ quarkus-amazon-secretsmanager                      Amazon Secrets Manager                                       2.20.0                    https://docs.quarkiverse.io/quarkus-amazon-services/dev/amazon-secretsmanager.html
✬ quarkus-amazon-ses                                 Amazon SES                                                   2.20.0                    https://docs.quarkiverse.io/quarkus-amazon-services/dev/amazon-ses.html
✬ quarkus-amazon-sfn                                 Amazon SFN                                                   2.20.0                    https://docs.quarkiverse.io/quarkus-amazon-services/dev/amazon-sfn.html
✬ quarkus-amazon-sns                                 Amazon SNS                                                   2.20.0                    https://docs.quarkiverse.io/quarkus-amazon-services/dev/amazon-sns.html
✬ quarkus-amazon-sqs                                 Amazon SQS                                                   2.20.0                    https://docs.quarkiverse.io/quarkus-amazon-services/dev/amazon-sqs.html
✬ quarkus-amazon-ssm                                 Amazon SSM                                                   2.20.0                    https://docs.quarkiverse.io/quarkus-amazon-services/dev/amazon-ssm.html
✬ quarkus-amazon-sts                                 Amazon STS                                                   2.20.0                    https://docs.quarkiverse.io/quarkus-amazon-services/dev/amazon-sts.html
  quarkus-antivirus                                  Antivirus                                                    1.1.0                     https://quarkiverse.github.io/quarkiverse-docs/quarkus-antivirus/dev/index.html
✬ quarkus-apicurio-registry-avro                     Apicurio Registry - Avro                                     3.17.6                    https://quarkus.io/guides/kafka-schema-registry-avro
✬ quarkus-apicurio-registry-json-schema              Apicurio Registry - Json Schema                              3.17.6                    
  quarkus-apistax                                    APIstax                                                      4.0.0                     https://quarkiverse.github.io/quarkiverse-docs/quarkus-apistax/dev/
  quarkus-artemis-core                               Artemis Core                                                 3.6.0                     https://docs.quarkiverse.io/quarkus-artemis/dev/index.html
  quarkus-artemis-jms                                Artemis JMS                                                  3.6.0                     https://docs.quarkiverse.io/quarkus-artemis/dev/index.html
  quarkus-arthas                                     Arthas                                                       0.2.0                     
  quarkus-asyncapi                                   AsyncAPI                                                     1.0.2                     https://quarkiverse.github.io/quarkiverse-docs/quarkus-asyncapi/dev/
  quarkus-asyncapi-scanner                           AsyncAPI Scanner                                             1.0.2                     https://quarkiverse.github.io/quarkiverse-docs/quarkus-asyncapi/dev/scanner.html
  quarkus-authzed-client                             Authzed Client                                               0.7.0                     
✬ quarkus-avro                                       Apache Avro                                                  3.17.6                    https://quarkus.io/guides/kafka-schema-registry-avro
✬ quarkus-awt                                        AWT                                                          3.17.6                    
  quarkus-azure-app-configuration                    Quarkus Azure App Configuration                              1.0.9                     https://docs.quarkiverse.io/quarkus-azure-services/dev/quarkus-azure-app-configuration.html
  quarkus-azure-cosmos                               Quarkus Support Azure Cosmos DB                              1.0.9                     https://docs.quarkiverse.io/quarkus-azure-services/dev/quarkus-azure-cosmos.html
  quarkus-azure-eventhubs                            Quarkus Support Azure Event Hubs                             1.0.9                     https://docs.quarkiverse.io/quarkus-azure-services/dev/quarkus-azure-eventhubs.html
✬ quarkus-azure-functions                            Azure Functions                                              3.17.6                    https://quarkus.io/guides/azure-functions
✬ quarkus-azure-functions-http                       Azure Functions HTTP                                         3.17.6                    https://quarkus.io/guides/azure-functions-http
  quarkus-azure-keyvault                             Quarkus Support Azure Key Vault                              1.0.9                     https://docs.quarkiverse.io/quarkus-azure-services/dev/quarkus-azure-key-vault.html
  quarkus-azure-storage-blob                         Quarkus Support Azure Storage Blob                           1.0.9                     https://docs.quarkiverse.io/quarkus-azure-services/dev/quarkus-azure-storage-blob.html
  quarkus-barcode4j                                  Barcode4J                                                    1.0.0                     https://docs.quarkiverse.io/quarkus-barcode/dev/index.html
  quarkus-bon-jova                                   Bon Jova 🎸                                                  0.7.0                     
  quarkus-bucket4j                                   Bucket4j                                                     1.0.4                     https://quarkiverse.github.io/quarkiverse-docs/quarkus-bucket4j/dev/index.html
✬ quarkus-cache                                      Cache                                                        3.17.6                    https://quarkus.io/guides/cache
✬ quarkus-config-consul                              Consul Config                                                2.2.2                     https://quarkiverse.github.io/quarkiverse-docs/quarkus-config-extensions/dev/consul.html
  quarkus-config-hocon                               HOCON Config                                                 2.4.0                     
  quarkus-config-jdbc                                Config JDBC                                                  2.4.0                     
✬ quarkus-config-yaml                                YAML Configuration                                           3.17.6                    https://quarkus.io/guides/config-yaml
✬ quarkus-confluent-registry-avro                    Confluent Schema Registry - Avro                             3.17.6                    https://quarkus.io/guides/kafka-schema-registry-avro
✬ quarkus-confluent-registry-json-schema             Confluent Schema Registry - Json Schema                      3.17.6                    
✬ quarkus-container-image-buildpack                  Container Image Buildpack                                    3.17.6                    
✬ quarkus-container-image-docker                     Container Image Docker                                       3.17.6                    
✬ quarkus-container-image-jib                        Container Image Jib                                          3.17.6                    
✬ quarkus-container-image-openshift                  Container Image OpenShift                                    3.17.6                    
✬ quarkus-container-image-podman                     Container Image Podman                                       3.17.6                    https://quarkus.io/guides/container-image
✬ quarkus-container-image-s2i                        Container Image S2I                                          3.2.12.Final              
  quarkus-couchbase                                  Couchbase Quarkus Extension                                  1.0.0.Beta2               https://docs.quarkiverse.io/quarkus-couchbase/dev/index.html
✬ quarkus-csrf-reactive                              Cross-Site Request Forgery Prevention Filter Reactive        3.8.6                     
  quarkus-cucumber                                   Cucumber                                                     1.2.0                     https://quarkiverse.github.io/quarkiverse-docs/quarkus-cucumber/dev/index.html
✬ quarkus-cxf                                        Quarkus CXF                                                  3.17.3                    https://quarkiverse.github.io/quarkiverse-docs/quarkus-cxf/dev/reference/extensions/quarkus-cxf.html
✬ quarkus-cxf-integration-tracing-opentelemetry      Quarkus CXF OpenTelemetry                                    3.17.3                    https://quarkiverse.github.io/quarkiverse-docs/quarkus-cxf/dev/reference/extensions/quarkus-cxf-integration-tracing-opentelemetry.html
✬ quarkus-cxf-rt-features-metrics                    Quarkus CXF Metrics                                          3.17.3                    https://quarkiverse.github.io/quarkiverse-docs/quarkus-cxf/dev/reference/extensions/quarkus-cxf-rt-features-metrics.html
✬ quarkus-cxf-rt-transports-http-hc5                 Quarkus CXF Transports HTTP Async                            3.17.3                    https://quarkiverse.github.io/quarkiverse-docs/quarkus-cxf/dev/reference/extensions/quarkus-cxf-rt-transports-http-hc5.html
✬ quarkus-cxf-rt-ws-rm                               Quarkus CXF WS-ReliableMessaging                             3.17.3                    https://quarkiverse.github.io/quarkiverse-docs/quarkus-cxf/dev/reference/extensions/quarkus-cxf-rt-ws-rm.html
✬ quarkus-cxf-rt-ws-security                         Quarkus CXF WS-Security                                      3.17.3                    https://quarkiverse.github.io/quarkiverse-docs/quarkus-cxf/dev/reference/extensions/quarkus-cxf-rt-ws-security.html
✬ quarkus-cxf-santuario-xmlsec                       Santuario XML Security                                       3.17.3                    
✬ quarkus-cxf-services-sts                           Quarkus CXF STS                                              3.17.3                    https://quarkiverse.github.io/quarkiverse-docs/quarkus-cxf/dev/reference/extensions/quarkus-cxf-services-sts.html
✬ quarkus-cxf-xjc-plugins                            CXF XJC Plugins                                              3.17.3                    https://quarkiverse.github.io/quarkiverse-docs/quarkus-cxf/dev/reference/extensions/quarkus-cxf-xjc-plugins.html
✬ quarkus-cyclonedx                                  CycloneDX                                                    3.17.6                    https://quarkus.io/guides/cyclonedx
  quarkus-dapr                                       Dapr                                                         2.1.0                     https://quarkiverse.github.io/quarkiverse-docs/quarkus-dapr/dev/index.html
  quarkus-dashbuilder                                Dashbuilder                                                  0.32.0                    https://quarkiverse.github.io/quarkiverse-docs/quarkus-dashbuilder/dev/index.html
  quarkus-doma                                       Doma - Database access framework                             0.0.13                    https://docs.quarkiverse.io/quarkus-doma/dev/index.html
  quarkus-easy-retrofit                              Easy Retrofit                                                1.1.3                     https://docs.quarkiverse.io/quarkus-easy-retrofit/dev/index.html
✬ quarkus-elasticsearch-java-client                  Elasticsearch Java Client                                    3.17.6                    https://quarkus.io/guides/elasticsearch
  quarkus-elasticsearch-reactive                     Elasticsearch Reactive                                       1.1.0                     
✬ quarkus-elasticsearch-rest-client                  Elasticsearch REST client                                    3.17.6                    https://quarkus.io/guides/elasticsearch
✬ quarkus-elasticsearch-rest-high-level-client       Elasticsearch REST High Level Client                         3.2.12.Final              https://quarkus.io/guides/elasticsearch
✬ quarkus-elytron-security-jdbc                      Elytron Security JDBC                                        3.17.6                    https://quarkus.io/guides/security-jdbc
✬ quarkus-elytron-security-ldap                      Elytron Security LDAP Realm                                  3.17.6                    https://quarkus.io/guides/security-ldap
✬ quarkus-elytron-security-oauth2                    Elytron Security OAuth 2.0                                   3.17.6                    https://quarkus.io/guides/security-oauth2
✬ quarkus-elytron-security-properties-file           Elytron Security Properties File                             3.17.6                    https://quarkus.io/guides/security-properties
  quarkus-file-vault                                 File Vault Credentials Provider                              2.0.0                     
✬ quarkus-flyway                                     Flyway                                                       3.17.6                    https://quarkus.io/guides/flyway
  quarkus-freemarker                                 Freemarker                                                   1.1.0                     https://quarkiverse.github.io/quarkiverse-docs/quarkus-freemarker/dev/
✬ quarkus-funqy-amazon-lambda                        Funqy AWS Lambda Binding                                     3.17.6                    https://quarkus.io/guides/funqy-aws-lambda
✬ quarkus-funqy-google-cloud-functions               Funqy Google Cloud Functions                                 3.17.6                    https://quarkus.io/guides/funqy-gcp-functions
✬ quarkus-funqy-http                                 Funqy HTTP Binding                                           3.17.6                    https://quarkus.io/guides/funqy-http
✬ quarkus-funqy-knative-events                       Funqy Knative Events Binding                                 3.17.6                    https://quarkus.io/guides/funqy-knative-events
  quarkus-fury                                       Fury                                                         0.2.1                     https://docs.quarkiverse.io/quarkus-fury/dev/index.html
  quarkus-fx                                         FX                                                           0.9.0                     https://docs.quarkiverse.io/quarkus-fx/dev/index.html
  quarkus-github-action                              GitHub Action                                                2.5.1                     https://quarkiverse.github.io/quarkiverse-docs/quarkus-github-action/dev/index.html
  quarkus-github-api                                 GitHub API                                                   1.322.0                   https://github-api.kohsuke.org/
  quarkus-github-app                                 GitHub App                                                   2.8.2                     https://quarkiverse.github.io/quarkiverse-docs/quarkus-github-app/dev/index.html
  quarkus-github-app-command-airline                 GitHub App Command Airline                                   2.8.2                     https://quarkiverse.github.io/quarkiverse-docs/quarkus-github-app/dev/index.html
✬ quarkus-google-cloud-bigquery                      Google Cloud Bigquery                                        2.13.0                    https://quarkiverse.github.io/quarkiverse-docs/quarkus-google-cloud-services/main/bigquery.html
✬ quarkus-google-cloud-bigtable                      Google Cloud Bigtable                                        2.13.0                    https://quarkiverse.github.io/quarkiverse-docs/quarkus-google-cloud-services/main/bigtable.html
✬ quarkus-google-cloud-firebase-admin                Google Cloud Firebase Admin                                  2.13.0                    https://quarkiverse.github.io/quarkiverse-docs/quarkus-google-cloud-services/main/firebase-admin.html
✬ quarkus-google-cloud-firestore                     Google Cloud Firestore                                       2.13.0                    https://quarkiverse.github.io/quarkiverse-docs/quarkus-google-cloud-services/main/firestore.html
✬ quarkus-google-cloud-functions                     Google Cloud Functions                                       3.17.6                    https://quarkus.io/guides/gcp-functions
✬ quarkus-google-cloud-functions-http                Google Cloud Functions HTTP                                  3.17.6                    https://quarkus.io/guides/gcp-functions-http
✬ quarkus-google-cloud-logging                       Google Cloud Logging                                         2.13.0                    https://quarkiverse.github.io/quarkiverse-docs/quarkus-google-cloud-services/main/logging.html
✬ quarkus-google-cloud-pubsub                        Google Cloud Pubsub                                          2.13.0                    https://quarkiverse.github.io/quarkiverse-docs/quarkus-google-cloud-services/main/pubsub.html
✬ quarkus-google-cloud-secret-manager                Google Cloud Secret Manager                                  2.13.0                    https://quarkiverse.github.io/quarkiverse-docs/quarkus-google-cloud-services/main/secretmanager.html
✬ quarkus-google-cloud-spanner                       Google Cloud Spanner                                         2.13.0                    https://quarkiverse.github.io/quarkiverse-docs/quarkus-google-cloud-services/main/spanner.html
✬ quarkus-google-cloud-storage                       Google Cloud Storage                                         2.13.0                    https://quarkiverse.github.io/quarkiverse-docs/quarkus-google-cloud-services/main/storage.html
  quarkus-groovy                                     Groovy                                                       3.17.2                    
  quarkus-groovy-hibernate-orm-panache               Hibernate ORM with Panache in Groovy                         3.17.2                    
  quarkus-groovy-hibernate-reactive-panache          Hibernate Reactive with Panache in Groovy                    3.17.2                    
  quarkus-groovy-jaxb                                Groovy JAXB                                                  3.17.2                    
  quarkus-groovy-junit5                              Groovy JUnit 5 for integration tests                         3.17.2                    
✬ quarkus-grpc                                       gRPC                                                         3.17.6                    
✬ quarkus-hal                                        Hypertext Application Language (HAL)                         3.17.6                    
  quarkus-helm                                       Quarkus - Helm                                               1.2.6                     
✬ quarkus-hibernate-envers                           Hibernate Envers                                             3.17.6                    https://quarkus.io/guides/hibernate-orm#envers
✬ quarkus-hibernate-orm                              Hibernate ORM                                                3.17.6                    https://quarkus.io/guides/hibernate-orm
✬ quarkus-hibernate-orm-panache                      Hibernate ORM with Panache                                   3.17.6                    https://quarkus.io/guides/hibernate-orm-panache
✬ quarkus-hibernate-orm-panache-kotlin               Hibernate ORM with Panache and Kotlin                        3.17.6                    https://quarkus.io/guides/hibernate-orm-panache-kotlin
✬ quarkus-hibernate-orm-rest-data-panache            REST resources for Hibernate ORM with Panache                3.17.6                    https://quarkus.io/guides/rest-data-panache
✬ quarkus-hibernate-reactive                         Hibernate Reactive                                           3.17.6                    
